Column1;Column2;Column3;Column4;Column5;Column6
PS2RT-18M80-5B31-Z;"2 400 руб.";4673759515611;"Индуктивный бесконтактный датчик в цилиндрическом латунном корпусе с резьбой М18х1 длиной 65 мм. В комплекте две крепежные гайки.
Расстояние срабатывания: 5 мм
Способ монтажа: заподлицо
Тип выхода: PNP
Функция выхода: замыкающий, NO
Описание функции выхода: разомкнут при частоте воздействия меньше настраиваемой частоты срабатывания, замкнут при частоте воздействия больше настраиваемой частоты срабатывания
Настраиваемая частота срабатывания: 1...50 Гц
Задержка после включения питания: 50 мс
Рабочее напряжение питания: 10...30 V DC
Падение напряжения: 2 В
Ток нагрузки максимальный: 0,3 А
Ток потребления вкл./выкл.: 25 мА/8 мА
Рабочая температура: -25...+75 °C
Степень защиты по IEC 60529: IP65
Способ подключения: кабель ПВХ 5,5 мм/3x0,35/ 2 м";"Расстояние срабатывания номинальное (Sn); 5 мм;Расстояние срабатывания рабочее (Sa); 0...4 мм;Расстояние срабатывания эффективное (Sr); (0,9…1,1)Sn;Способ подключения; кабель ПВХ 5,5 мм/3x0,35/ 2 м;Способ монтажа; заподлицо;Рабочая температура; -25...+75 °C;Тип выхода; PNP;Функция выхода; размыкающий, NC;Описание функции выхода; замкнут при частоте воздействия меньше настраиваемой частоты срабатывания, разомкнут при частоте воздействия больше настраиваемой частоты срабатывания, разомкнут в течение 10 с после подачи питания;Задержка срабатывания после подачи питания; 10 с;Частота переключения максимальная (f); 1...50 Гц;Регулировка чувствительности (Reg); есть;Повторяемость максимальная (R), от Sr; 5%;Гистерезис максимальный (H), от Sr; 15%;Длина; 80 мм;Длина кабеля; 2 м;Размеры упаковки; 105x80x40 мм;Масса, не более; 0,15 кг;Напряжение питания номинальное (Ue); 24 В;Напряжение питания рабочее; 10...30 V DC;Падение напряжения максимальное; 2 В;Ток нагрузки максимальный (Ie); 0,3 А;Ток потребления вкл./выкл.; 25 мА/8 мА;Уровень пульсаций (%Ue); 10%;Задержка после включения питания (tv); 50 мс;Категория применения; DC13;Покрытие корпуса; никель;Материал чувствительной части; полиамид;Материал корпуса; латунь;Ударная нагрузка полусинусоидальная; 30 gn, 11 мс;Вибрационная нагрузка; 55 Гц, 1 мм, 3x30 мин;Момент затяжки гаек, не более; 3 кг м;Индикатор состояния выхода (LED); красный;Степень защиты по IEC 60529; IP65;Защита от короткого замыкания; есть;Защита от перегрузки по току; есть;Защита от переполюсовки; есть;Защита от ЭДС самоиндукции; есть;Технический паспорт;Примечание; В комплекте две крепежные гайки под ключ 24.;";https://mega-k.com/products/ps2rt-18m80-5b31-z
PS2RT-18M80-5B41-B;"2 712 руб.";4673759515628;"Индуктивный бесконтактный датчик в цилиндрическом латунном корпусе с резьбой М18х1 длиной 65 мм. В комплекте две крепежные гайки.
Расстояние срабатывания: 5 мм
Способ монтажа: заподлицо
Тип выхода: NPN
Функция выхода: замыкающий, NO
Описание функции выхода: разомкнут при частоте воздействия меньше настраиваемой частоты срабатывания, замкнут при частоте воздействия больше настраиваемой частоты срабатывания
Настраиваемая частота срабатывания: 1...50 Гц
Задержка после включения питания: 50 мс
Рабочее напряжение питания: 10...30 V DC
Падение напряжения: 2 В
Ток нагрузки максимальный: 0,3 А
Ток потребления вкл./выкл.: 25 мА/8 мА
Рабочая температура: -25...+75 °C
Степень защиты по IEC 60529: IP65
Способ подключения: кабель ПВХ 5,5 мм/3x0,35/ 2 м";"Расстояние срабатывания номинальное (Sn); 5 мм;Расстояние срабатывания рабочее (Sa); 0...4 мм;Расстояние срабатывания эффективное (Sr); (0,9…1,1)Sn;Способ подключения; клеммная коробка/вывод вбок;Способ монтажа; заподлицо;Рабочая температура; -25...+75 °C;Тип выхода; NPN;Функция выхода; размыкающий, NC;Описание функции выхода; замкнут при частоте воздействия меньше настраиваемой частоты срабатывания, разомкнут при частоте воздействия больше настраиваемой частоты срабатывания, разомкнут в течение 10 с после подачи питания;Задержка срабатывания после подачи питания; 10 с;Частота переключения максимальная (f); 1...50 Гц;Регулировка чувствительности (Reg); есть;Повторяемость максимальная (R), от Sr; 5%;Гистерезис максимальный (H), от Sr; 15%;Длина; 80 мм;Размеры упаковки; 105x80x40 мм;Масса, не более; 0,15 кг;Напряжение питания номинальное (Ue); 24 В;Напряжение питания рабочее; 10...30 V DC;Падение напряжения максимальное; 2 В;Ток нагрузки максимальный (Ie); 0,3 А;Ток потребления вкл./выкл.; 25 мА/8 мА;Уровень пульсаций (%Ue); 10%;Задержка после включения питания (tv); 50 мс;Категория применения; DC13;Покрытие корпуса; никель;Материал чувствительной части; полиамид;Материал корпуса; латунь;Ударная нагрузка полусинусоидальная; 30 gn, 11 мс;Вибрационная нагрузка; 55 Гц, 1 мм, 3x30 мин;Момент затяжки гаек, не более; 3 кг м;Индикатор состояния выхода (LED); красный;Степень защиты по IEC 60529; IP65;Защита от короткого замыкания; есть;Защита от перегрузки по току; есть;Защита от переполюсовки; есть;Защита от ЭДС самоиндукции; есть;Технический паспорт;Примечание; В комплекте две крепежные гайки под ключ 24.;";https://mega-k.com/products/ps2rt-18m80-5b41-b
PS2RT-18M80-5B41-Z;"2 400 руб.";4673759515635;"Индуктивный бесконтактный датчик в цилиндрическом латунном корпусе с резьбой М18х1 длиной 65 мм. В комплекте две крепежные гайки.
Расстояние срабатывания: 5 мм
Способ монтажа: заподлицо
Тип выхода: NPN
Функция выхода: замыкающий, NO
Описание функции выхода: разомкнут при частоте воздействия меньше настраиваемой частоты срабатывания, замкнут при частоте воздействия больше настраиваемой частоты срабатывания
Настраиваемая частота срабатывания: 1...50 Гц
Задержка после включения питания: 50 мс
Рабочее напряжение питания: 10...30 V DC
Падение напряжения: 2 В
Ток нагрузки максимальный: 0,3 А
Ток потребления вкл./выкл.: 25 мА/8 мА
Рабочая температура: -25...+75 °C
Степень защиты по IEC 60529: IP65
Способ подключения: кабель ПВХ 5,5 мм/3x0,35/ 2 м";"Расстояние срабатывания номинальное (Sn); 5 мм;Расстояние срабатывания рабочее (Sa); 0...4 мм;Расстояние срабатывания эффективное (Sr); (0,9…1,1)Sn;Способ подключения; кабель ПВХ 5,5 мм/3x0,35/ 2 м;Способ монтажа; заподлицо;Рабочая температура; -25...+75 °C;Тип выхода; NPN;Функция выхода; размыкающий, NC;Описание функции выхода; замкнут при частоте воздействия меньше настраиваемой частоты срабатывания, разомкнут при частоте воздействия больше настраиваемой частоты срабатывания, разомкнут в течение 10 с после подачи питания;Задержка срабатывания после подачи питания; 10 с;Частота переключения максимальная (f); 1...50 Гц;Регулировка чувствительности (Reg); есть;Повторяемость максимальная (R), от Sr; 5%;Гистерезис максимальный (H), от Sr; 15%;Длина; 80 мм;Длина кабеля; 2 м;Размеры упаковки; 105x80x40 мм;Масса, не более; 0,15 кг;Напряжение питания номинальное (Ue); 24 В;Напряжение питания рабочее; 10...30 V DC;Падение напряжения максимальное; 2 В;Ток нагрузки максимальный (Ie); 0,3 А;Ток потребления вкл./выкл.; 25 мА/8 мА;Уровень пульсаций (%Ue); 10%;Задержка после включения питания (tv); 50 мс;Категория применения; DC13;Покрытие корпуса; никель;Материал чувствительной части; полиамид;Материал корпуса; латунь;Ударная нагрузка полусинусоидальная; 30 gn, 11 мс;Вибрационная нагрузка; 55 Гц, 1 мм, 3x30 мин;Момент затяжки гаек, не более; 3 кг м;Индикатор состояния выхода (LED); красный;Степень защиты по IEC 60529; IP65;Защита от короткого замыкания; есть;Защита от перегрузки по току; есть;Защита от переполюсовки; есть;Защита от ЭДС самоиндукции; есть;Технический паспорт;Примечание; В комплекте две крепежные гайки под ключ 24.;";https://mega-k.com/products/ps2rt-18m80-5b41-z
PS2RT-18M80-8N11-B;"2 652 руб.";4673759511750;"Индуктивный бесконтактный датчик в цилиндрическом латунном корпусе с резьбой М18х1 длиной 65 мм. В комплекте две крепежные гайки.
Расстояние срабатывания: 5 мм
Способ монтажа: заподлицо
Тип выхода: PNP
Функция выхода: замыкающий, NO
Описание функции выхода: разомкнут при частоте воздействия меньше настраиваемой частоты срабатывания, замкнут при частоте воздействия больше настраиваемой частоты срабатывания
Настраиваемая частота срабатывания: 1...50 Гц
Задержка после включения питания: 50 мс
Рабочее напряжение питания: 10...30 V DC
Падение напряжения: 2 В
Ток нагрузки максимальный: 0,3 А
Ток потребления вкл./выкл.: 25 мА/8 мА
Рабочая температура: -25...+75 °C
Степень защиты по IEC 60529: IP65
Способ подключения: кабель ПВХ 5,5 мм/3x0,35/ 2 м";"Расстояние срабатывания номинальное (Sn); 8 мм;Расстояние срабатывания рабочее (Sa); 0...6,4 мм;Расстояние срабатывания эффективное (Sr); (0,9…1,1)Sn;Способ подключения; клеммная коробка/вывод вбок;Способ монтажа; не заподлицо;Рабочая температура; -25...+75 °C;Тип выхода; PNP;Функция выхода; замыкающий, NO;Описание функции выхода; разомкнут при частоте воздействия меньше настраиваемой частоты срабатывания, замкнут при частоте воздействия больше настраиваемой частоты срабатывания, замкнут в течение 10 с после подачи питания;Задержка срабатывания после подачи питания; 10 с;Частота переключения максимальная (f); 1...50 Гц;Регулировка чувствительности (Reg); есть;Повторяемость максимальная (R), от Sr; 5%;Гистерезис максимальный (H), от Sr; 15%;Длина; 80 мм;Размеры упаковки; 105x80x40 мм;Масса, не более; 0,15 кг;Напряжение питания номинальное (Ue); 24 В;Напряжение питания рабочее; 10...30 V DC;Падение напряжения максимальное; 2 В;Ток нагрузки максимальный (Ie); 0,3 А;Ток потребления вкл./выкл.; 25 мА/8 мА;Уровень пульсаций (%Ue); 10%;Задержка после включения питания (tv); 50 мс;Категория применения; DC13;Покрытие корпуса; никель;Материал чувствительной части; полиамид;Материал корпуса; латунь;Ударная нагрузка полусинусоидальная; 30 gn, 11 мс;Вибрационная нагрузка; 55 Гц, 1 мм, 3x30 мин;Момент затяжки гаек, не более; 3 кг м;Индикатор состояния выхода (LED); красный;Степень защиты по IEC 60529; IP65;Защита от короткого замыкания; есть;Защита от перегрузки по току; есть;Защита от переполюсовки; есть;Защита от ЭДС самоиндукции; есть;Технический паспорт;Примечание; В комплекте две крепежные гайки под ключ 24.;";https://mega-k.com/products/ps2rt-18m80-8n11-b
PS2RT-18M80-8N11-Z;"2 352 руб.";4673759515642;"Индуктивный бесконтактный датчик в цилиндрическом латунном корпусе с резьбой М18х1 длиной 65 мм. В комплекте две крепежные гайки.
Расстояние срабатывания: 5 мм
Способ монтажа: заподлицо
Тип выхода: PNP
Функция выхода: замыкающий, NO
Описание функции выхода: разомкнут при частоте воздействия меньше настраиваемой частоты срабатывания, замкнут при частоте воздействия больше настраиваемой частоты срабатывания
Настраиваемая частота срабатывания: 1...50 Гц
Задержка после включения питания: 50 мс
Рабочее напряжение питания: 10...30 V DC
Падение напряжения: 2 В
Ток нагрузки максимальный: 0,3 А
Ток потребления вкл./выкл.: 25 мА/8 мА
Рабочая температура: -25...+75 °C
Степень защиты по IEC 60529: IP65
Способ подключения: кабель ПВХ 5,5 мм/3x0,35/ 2 м";"Расстояние срабатывания номинальное (Sn); 8 мм;Расстояние срабатывания рабочее (Sa); 0...6,4 мм;Расстояние срабатывания эффективное (Sr); (0,9…1,1)Sn;Способ подключения; кабель ПВХ 5,5 мм/3x0,35/ 2 м;Способ монтажа; не заподлицо;Рабочая температура; -25...+75 °C;Тип выхода; PNP;Функция выхода; замыкающий, NO;Описание функции выхода; разомкнут при частоте воздействия меньше настраиваемой частоты срабатывания, замкнут при частоте воздействия больше настраиваемой частоты срабатывания, замкнут в течение 10 с после подачи питания;Задержка срабатывания после подачи питания; 10 с;Частота переключения максимальная (f); 1...50 Гц;Регулировка чувствительности (Reg); есть;Повторяемость максимальная (R), от Sr; 5%;Гистерезис максимальный (H), от Sr; 15%;Длина; 80 мм;Длина кабеля; 2 м;Размеры упаковки; 105x80x40 мм;Масса, не более; 0,15 кг;Напряжение питания номинальное (Ue); 24 В;Напряжение питания рабочее; 10...30 V DC;Падение напряжения максимальное; 2 В;Ток нагрузки максимальный (Ie); 0,3 А;Ток потребления вкл./выкл.; 25 мА/8 мА;Уровень пульсаций (%Ue); 10%;Задержка после включения питания (tv); 50 мс;Категория применения; DC13;Покрытие корпуса; никель;Материал чувствительной части; полиамид;Материал корпуса; латунь;Ударная нагрузка полусинусоидальная; 30 gn, 11 мс;Вибрационная нагрузка; 55 Гц, 1 мм, 3x30 мин;Момент затяжки гаек, не более; 3 кг м;Индикатор состояния выхода (LED); красный;Степень защиты по IEC 60529; IP65;Защита от короткого замыкания; есть;Защита от перегрузки по току; есть;Защита от переполюсовки; есть;Защита от ЭДС самоиндукции; есть;Технический паспорт;Примечание; В комплекте две крепежные гайки под ключ 24.;";https://mega-k.com/products/ps2rt-18m80-8n11-z
PS2RT-18M80-8N21-B;"2 652 руб.";4673759515659;"Индуктивный бесконтактный датчик в цилиндрическом латунном корпусе с резьбой М18х1 длиной 65 мм. В комплекте две крепежные гайки.
Расстояние срабатывания: 5 мм
Способ монтажа: заподлицо
Тип выхода: PNP
Функция выхода: замыкающий, NO
Описание функции выхода: разомкнут при частоте воздействия меньше настраиваемой частоты срабатывания, замкнут при частоте воздействия больше настраиваемой частоты срабатывания
Настраиваемая частота срабатывания: 1...50 Гц
Задержка после включения питания: 50 мс
Рабочее напряжение питания: 10...30 V DC
Падение напряжения: 2 В
Ток нагрузки максимальный: 0,3 А
Ток потребления вкл./выкл.: 25 мА/8 мА
Рабочая температура: -25...+75 °C
Степень защиты по IEC 60529: IP65
Способ подключения: кабель ПВХ 5,5 мм/3x0,35/ 2 м";"Расстояние срабатывания номинальное (Sn); 8 мм;Расстояние срабатывания рабочее (Sa); 0...6,4 мм;Расстояние срабатывания эффективное (Sr); (0,9…1,1)Sn;Способ подключения; клеммная коробка/вывод вбок;Способ монтажа; не заподлицо;Рабочая температура; -25...+75 °C;Тип выхода; NPN;Функция выхода; замыкающий, NO;Описание функции выхода; разомкнут при частоте воздействия меньше настраиваемой частоты срабатывания, замкнут при частоте воздействия больше настраиваемой частоты срабатывания, замкнут в течение 10 с после подачи питания;Задержка срабатывания после подачи питания; 10 с;Частота переключения максимальная (f); 1...50 Гц;Регулировка чувствительности (Reg); есть;Повторяемость максимальная (R), от Sr; 5%;Гистерезис максимальный (H), от Sr; 15%;Длина; 80 мм;Размеры упаковки; 105x80x40 мм;Масса, не более; 0,15 кг;Напряжение питания номинальное (Ue); 24 В;Напряжение питания рабочее; 10...30 V DC;Падение напряжения максимальное; 2 В;Ток нагрузки максимальный (Ie); 0,3 А;Ток потребления вкл./выкл.; 25 мА/8 мА;Уровень пульсаций (%Ue); 10%;Задержка после включения питания (tv); 50 мс;Категория применения; DC13;Покрытие корпуса; никель;Материал чувствительной части; полиамид;Материал корпуса; латунь;Ударная нагрузка полусинусоидальная; 30 gn, 11 мс;Вибрационная нагрузка; 55 Гц, 1 мм, 3x30 мин;Момент затяжки гаек, не более; 3 кг м;Индикатор состояния выхода (LED); красный;Степень защиты по IEC 60529; IP65;Защита от короткого замыкания; есть;Защита от перегрузки по току; есть;Защита от переполюсовки; есть;Защита от ЭДС самоиндукции; есть;Технический паспорт;Примечание; В комплекте две крепежные гайки под ключ 24.;";https://mega-k.com/products/ps2rt-18m80-8n21-b
PS2RT-18M80-8N21-Z;"2 352 руб.";4673759515666;"Индуктивный бесконтактный датчик в цилиндрическом латунном корпусе с резьбой М18х1 длиной 65 мм. В комплекте две крепежные гайки.
Расстояние срабатывания: 5 мм
Способ монтажа: заподлицо
Тип выхода: PNP
Функция выхода: замыкающий, NO
Описание функции выхода: разомкнут при частоте воздействия меньше настраиваемой частоты срабатывания, замкнут при частоте воздействия больше настраиваемой частоты срабатывания
Настраиваемая частота срабатывания: 1...50 Гц
Задержка после включения питания: 50 мс
Рабочее напряжение питания: 10...30 V DC
Падение напряжения: 2 В
Ток нагрузки максимальный: 0,3 А
Ток потребления вкл./выкл.: 25 мА/8 мА
Рабочая температура: -25...+75 °C
Степень защиты по IEC 60529: IP65
Способ подключения: кабель ПВХ 5,5 мм/3x0,35/ 2 м";"Расстояние срабатывания номинальное (Sn); 8 мм;Расстояние срабатывания рабочее (Sa); 0...6,4 мм;Расстояние срабатывания эффективное (Sr); (0,9…1,1)Sn;Способ подключения; кабель ПВХ 5,5 мм/3x0,35/ 2 м;Способ монтажа; не заподлицо;Рабочая температура; -25...+75 °C;Тип выхода; NPN;Функция выхода; замыкающий, NO;Описание функции выхода; разомкнут при частоте воздействия меньше настраиваемой частоты срабатывания, замкнут при частоте воздействия больше настраиваемой частоты срабатывания, замкнут в течение 10 с после подачи питания;Задержка срабатывания после подачи питания; 10 с;Частота переключения максимальная (f); 1...50 Гц;Регулировка чувствительности (Reg); есть;Повторяемость максимальная (R), от Sr; 5%;Гистерезис максимальный (H), от Sr; 15%;Длина; 80 мм;Длина кабеля; 2 м;Размеры упаковки; 105x80x40 мм;Масса, не более; 0,15 кг;Напряжение питания номинальное (Ue); 24 В;Напряжение питания рабочее; 10...30 V DC;Падение напряжения максимальное; 2 В;Ток нагрузки максимальный (Ie); 0,3 А;Ток потребления вкл./выкл.; 25 мА/8 мА;Уровень пульсаций (%Ue); 10%;Задержка после включения питания (tv); 50 мс;Категория применения; DC13;Покрытие корпуса; никель;Материал чувствительной части; полиамид;Материал корпуса; латунь;Ударная нагрузка полусинусоидальная; 30 gn, 11 мс;Вибрационная нагрузка; 55 Гц, 1 мм, 3x30 мин;Момент затяжки гаек, не более; 3 кг м;Индикатор состояния выхода (LED); красный;Степень защиты по IEC 60529; IP65;Защита от короткого замыкания; есть;Защита от перегрузки по току; есть;Защита от переполюсовки; есть;Защита от ЭДС самоиндукции; есть;Технический паспорт;Примечание; В комплекте две крепежные гайки под ключ 24.;";https://mega-k.com/products/ps2rt-18m80-8n21-z
PS2RT-18M80-8N31-B;"2 712 руб.";4673759515673;"Индуктивный бесконтактный датчик в цилиндрическом латунном корпусе с резьбой М18х1 длиной 65 мм. В комплекте две крепежные гайки.
Расстояние срабатывания: 5 мм
Способ монтажа: заподлицо
Тип выхода: PNP
Функция выхода: замыкающий, NO
Описание функции выхода: разомкнут при частоте воздействия меньше настраиваемой частоты срабатывания, замкнут при частоте воздействия больше настраиваемой частоты срабатывания
Настраиваемая частота срабатывания: 1...50 Гц
Задержка после включения питания: 50 мс
Рабочее напряжение питания: 10...30 V DC
Падение напряжения: 2 В
Ток нагрузки максимальный: 0,3 А
Ток потребления вкл./выкл.: 25 мА/8 мА
Рабочая температура: -25...+75 °C
Степень защиты по IEC 60529: IP65
Способ подключения: кабель ПВХ 5,5 мм/3x0,35/ 2 м";"Расстояние срабатывания номинальное (Sn); 8 мм;Расстояние срабатывания рабочее (Sa); 0...6,4 мм;Расстояние срабатывания эффективное (Sr); (0,9…1,1)Sn;Способ подключения; клеммная коробка/вывод вбок;Способ монтажа; не заподлицо;Рабочая температура; -25...+75 °C;Тип выхода; PNP;Функция выхода; размыкающий, NC;Описание функции выхода; замкнут при частоте воздействия меньше настраиваемой частоты срабатывания, разомкнут при частоте воздействия больше настраиваемой частоты срабатывания, разомкнут в течение 10 с после подачи питания;Задержка срабатывания после подачи питания; 10 с;Частота переключения максимальная (f); 1...50 Гц;Регулировка чувствительности (Reg); есть;Повторяемость максимальная (R), от Sr; 5%;Гистерезис максимальный (H), от Sr; 15%;Длина; 80 мм;Размеры упаковки; 105x80x40 мм;Масса, не более; 0,15 кг;Напряжение питания номинальное (Ue); 24 В;Напряжение питания рабочее; 10...30 V DC;Падение напряжения максимальное; 2 В;Ток нагрузки максимальный (Ie); 0,3 А;Ток потребления вкл./выкл.; 25 мА/8 мА;Уровень пульсаций (%Ue); 10%;Задержка после включения питания (tv); 50 мс;Категория применения; DC13;Покрытие корпуса; никель;Материал чувствительной части; полиамид;Материал корпуса; латунь;Ударная нагрузка полусинусоидальная; 30 gn, 11 мс;Вибрационная нагрузка; 55 Гц, 1 мм, 3x30 мин;Момент затяжки гаек, не более; 3 кг м;Индикатор состояния выхода (LED); красный;Степень защиты по IEC 60529; IP65;Защита от короткого замыкания; есть;Защита от перегрузки по току; есть;Защита от переполюсовки; есть;Защита от ЭДС самоиндукции; есть;Технический паспорт;Примечание; В комплекте две крепежные гайки под ключ 24.;";https://mega-k.com/products/ps2rt-18m80-8n31-b
PS2RT-18M80-8N31-Z;"2 400 руб.";4673759515680;"Индуктивный бесконтактный датчик в цилиндрическом латунном корпусе с резьбой М18х1 длиной 65 мм. В комплекте две крепежные гайки.
Расстояние срабатывания: 5 мм
Способ монтажа: заподлицо
Тип выхода: PNP
Функция выхода: замыкающий, NO
Описание функции выхода: разомкнут при частоте воздействия меньше настраиваемой частоты срабатывания, замкнут при частоте воздействия больше настраиваемой частоты срабатывания
Настраиваемая частота срабатывания: 1...50 Гц
Задержка после включения питания: 50 мс
Рабочее напряжение питания: 10...30 V DC
Падение напряжения: 2 В
Ток нагрузки максимальный: 0,3 А
Ток потребления вкл./выкл.: 25 мА/8 мА
Рабочая температура: -25...+75 °C
Степень защиты по IEC 60529: IP65
Способ подключения: кабель ПВХ 5,5 мм/3x0,35/ 2 м";"Расстояние срабатывания номинальное (Sn); 8 мм;Расстояние срабатывания рабочее (Sa); 0...6,4 мм;Расстояние срабатывания эффективное (Sr); (0,9…1,1)Sn;Способ подключения; кабель ПВХ 5,5 мм/3x0,35/ 2 м;Способ монтажа; не заподлицо;Рабочая температура; -25...+75 °C;Тип выхода; PNP;Функция выхода; размыкающий, NC;Описание функции выхода; замкнут при частоте воздействия меньше настраиваемой частоты срабатывания, разомкнут при частоте воздействия больше настраиваемой частоты срабатывания, разомкнут в течение 10 с после подачи питания;Задержка срабатывания после подачи питания; 10 с;Частота переключения максимальная (f); 1...50 Гц;Регулировка чувствительности (Reg); есть;Повторяемость максимальная (R), от Sr; 5%;Гистерезис максимальный (H), от Sr; 15%;Длина; 80 мм;Длина кабеля; 2 м;Размеры упаковки; 105x80x40 мм;Масса, не более; 0,15 кг;Напряжение питания номинальное (Ue); 24 В;Напряжение питания рабочее; 10...30 V DC;Падение напряжения максимальное; 2 В;Ток нагрузки максимальный (Ie); 0,3 А;Ток потребления вкл./выкл.; 25 мА/8 мА;Уровень пульсаций (%Ue); 10%;Задержка после включения питания (tv); 50 мс;Категория применения; DC13;Покрытие корпуса; никель;Материал чувствительной части; полиамид;Материал корпуса; латунь;Ударная нагрузка полусинусоидальная; 30 gn, 11 мс;Вибрационная нагрузка; 55 Гц, 1 мм, 3x30 мин;Момент затяжки гаек, не более; 3 кг м;Индикатор состояния выхода (LED); красный;Степень защиты по IEC 60529; IP65;Защита от короткого замыкания; есть;Защита от перегрузки по току; есть;Защита от переполюсовки; есть;Защита от ЭДС самоиндукции; есть;Технический паспорт;Примечание; В комплекте две крепежные гайки под ключ 24.;";https://mega-k.com/products/ps2rt-18m80-8n31-z
PS2RT-18M80-8N41-B;"2 712 руб.";4673759515697;"Индуктивный бесконтактный датчик в цилиндрическом латунном корпусе с резьбой М18х1 длиной 65 мм. В комплекте две крепежные гайки.
Расстояние срабатывания: 5 мм
Способ монтажа: заподлицо
Тип выхода: PNP
Функция выхода: замыкающий, NO
Описание функции выхода: разомкнут при частоте воздействия меньше настраиваемой частоты срабатывания, замкнут при частоте воздействия больше настраиваемой частоты срабатывания
Настраиваемая частота срабатывания: 1...50 Гц
Задержка после включения питания: 50 мс
Рабочее напряжение питания: 10...30 V DC
Падение напряжения: 2 В
Ток нагрузки максимальный: 0,3 А
Ток потребления вкл./выкл.: 25 мА/8 мА
Рабочая температура: -25...+75 °C
Степень защиты по IEC 60529: IP65
Способ подключения: кабель ПВХ 5,5 мм/3x0,35/ 2 м";"Расстояние срабатывания номинальное (Sn); 8 мм;Расстояние срабатывания рабочее (Sa); 0...6,4 мм;Расстояние срабатывания эффективное (Sr); (0,9…1,1)Sn;Способ подключения; клеммная коробка/вывод вбок;Способ монтажа; не заподлицо;Рабочая температура; -25...+75 °C;Тип выхода; NPN;Функция выхода; размыкающий, NC;Описание функции выхода; замкнут при частоте воздействия меньше настраиваемой частоты срабатывания, разомкнут при частоте воздействия больше настраиваемой частоты срабатывания, разомкнут в течение 10 с после подачи питания;Задержка срабатывания после подачи питания; 10 с;Частота переключения максимальная (f); 1...50 Гц;Регулировка чувствительности (Reg); есть;Повторяемость максимальная (R), от Sr; 5%;Гистерезис максимальный (H), от Sr; 15%;Длина; 80 мм;Размеры упаковки; 105x80x40 мм;Масса, не более; 0,15 кг;Напряжение питания номинальное (Ue); 24 В;Напряжение питания рабочее; 10...30 V DC;Падение напряжения максимальное; 2 В;Ток нагрузки максимальный (Ie); 0,3 А;Ток потребления вкл./выкл.; 25 мА/8 мА;Уровень пульсаций (%Ue); 10%;Задержка после включения питания (tv); 50 мс;Категория применения; DC13;Покрытие корпуса; никель;Материал чувствительной части; полиамид;Материал корпуса; латунь;Ударная нагрузка полусинусоидальная; 30 gn, 11 мс;Вибрационная нагрузка; 55 Гц, 1 мм, 3x30 мин;Момент затяжки гаек, не более; 3 кг м;Индикатор состояния выхода (LED); красный;Степень защиты по IEC 60529; IP65;Защита от короткого замыкания; есть;Защита от перегрузки по току; есть;Защита от переполюсовки; есть;Защита от ЭДС самоиндукции; есть;Технический паспорт;Примечание; В комплекте две крепежные гайки под ключ 24.;";https://mega-k.com/products/ps2rt-18m80-8n41-b
