name;price;art;description;info;link;"Эффективное расстояние срабатывания (Sn) на горячекатаную сталь";"Способ подключения";"Рабочая температура";"Тип выхода";"Функция выхода";"Частота переключения максимальная (f)";Длина;"Длина кабеля";"Размеры упаковки";"Эффективное расстояние срабатывания (Sn) на тест-карту Кодак";"Масса, не более";"Напряжение питания рабочее";"Падение напряжения максимальное";"Ток нагрузки максимальный (Ie)";"Ток потребления вкл./выкл.";"Программируемая функция выхода";"Материал корпуса";Индикация;"Степень защиты по IEC 60529";"Защита от короткого замыкания";"Защита от перегрузки по току";"Защита от переполюсовки";Примечание;"Регулировка чувствительности (Reg)";"Минимальный размер контролируемого объекта";"Эффективное расстояние срабатывания (Sn) на световозвращатель"
ВБ3С.18М.80.TR200.2П.1.Z;"3 720 руб.";F145;"Оптический датчик диффузионного типа не чувствителен к фону, приемник и излучатель выполнены в одном корпусе.
Миниатюрный корпус из АБС и латуни с резьбой М18х1 длиной 80 мм. В комплекте две крепежные гайки.
Вид излучения: инфракрасный
Материал оптики: стекло
Максимальная освещенность: 5000 Лк
Расстояние срабатывания (Sn) на карту Кодак: 5...250 мм
Расстояние срабатывания (Sn) на горячекатаную сталь: 5...200 мм
Гистерезис: не более 15 % от Sn
Рабочее напряжение питания: 10...30 V DC
Ток нагрузки максимальный: 0,3 А
Падение напряжения: не более 0,1 В
Частота переключения максимальная: 400 Гц
Потребляемый ток: не более 0,03 А
Тип выхода: NPN
Функция выхода: NO/NC, размыкающий или замыкающий
Рабочая температура: -20...+70 °C
Режим обучения: есть
Активация режима обучения: кнопка
Память данных обучения: есть
Тип защиты: следящая
Степень защиты: IP67
Способ подключения: кабель ПВХ 5,5 мм/4x0,2/ 2 м";"Эффективное расстояние срабатывания (Sn) на горячекатаную сталь; 5...200 мм;Способ подключения; кабель ПВХ 5,5 мм/4x0,2/ 2 м;Рабочая температура; -20...+70 °C;Тип выхода; NPN;Функция выхода; NO/NC, размыкающий или замыкающий;Частота переключения максимальная (f); 400 Гц;Длина; 80 мм;Длина кабеля; 2 м;Размеры упаковки; 105x80x40 мм;Эффективное расстояние срабатывания (Sn) на тест-карту Кодак; 5...250 мм;Масса, не более; 0,15 кг;Напряжение питания рабочее; 10...30 V DC;Падение напряжения максимальное; 0,1 В;Ток нагрузки максимальный (Ie); 0,3 А;Ток потребления вкл./выкл.; не более 0,03 А;Программируемая функция выхода; размыкающий или замыкающий;Материал корпуса; латунь;Индикация; выход;Степень защиты по IEC 60529; IP67;Защита от короткого замыкания; есть;Защита от перегрузки по току; есть;Защита от переполюсовки; есть;Примечание; В комплекте две крепежные гайки под ключ 24.;";https://mega-k.com/products/vb3c-18m-80-tr200-2p-1-z;"5...200 мм";"кабель ПВХ 5,5 мм/4x0,2/ 2 м";"-20...+70 °C";NPN;"NO/NC, размыкающий или замыкающий";"400 Гц";"80 мм";"2 м";"105x80x40 мм";"5...250 мм";"0,15 кг";"10...30 V DC";"0,1 В";"0,3 А";"не более 0,03 А";"размыкающий или замыкающий";латунь;выход;IP67;есть;есть;есть;"В комплекте две крепежные гайки под ключ 24.";;;
ВБ3С.18М.80.TR200.2П.1.Z.41;"3 948 руб.";F146;"Оптический датчик диффузионного типа не чувствителен к фону, приемник и излучатель выполнены в одном корпусе.
Миниатюрный корпус из АБС и латуни с резьбой М18х1 длиной 80 мм. В комплекте две крепежные гайки.
Вид излучения: инфракрасный
Материал оптики: стекло
Максимальная освещенность: 5000 Лк
Расстояние срабатывания (Sn) на карту Кодак: 5...250 мм
Расстояние срабатывания (Sn) на горячекатаную сталь: 5...200 мм
Гистерезис: не более 15 % от Sn
Рабочее напряжение питания: 10...30 V DC
Ток нагрузки максимальный: 0,3 А
Падение напряжения: не более 0,1 В
Частота переключения максимальная: 1000 Гц
Потребляемый ток: не более 0,03 А
Тип выхода: NPN
Функция выхода: NO/NC, размыкающий или замыкающий
Рабочая температура: -20...+70 °C
Режим обучения: есть
Активация режима обучения: кнопка
Память данных обучения: есть
Тип защиты: следящая
Степень защиты: IP67
Способ подключения: кабель ПВХ 5,5 мм/4x0,2/ 2 м";"Эффективное расстояние срабатывания (Sn) на горячекатаную сталь; 5...200 мм;Способ подключения; кабель ПВХ 5,5 мм/4x0,2/ 2 м;Рабочая температура; -20...+70 °C;Тип выхода; NPN;Функция выхода; NO/NC, размыкающий или замыкающий;Частота переключения максимальная (f); 1000 Гц;Длина; 80 мм;Длина кабеля; 2 м;Размеры упаковки; 105x80x40 мм;Эффективное расстояние срабатывания (Sn) на тест-карту Кодак; 5...250 мм;Масса, не более; 0,15 кг;Напряжение питания рабочее; 10...30 V DC;Падение напряжения максимальное; 0,1 В;Ток нагрузки максимальный (Ie); 0,3 А;Ток потребления вкл./выкл.; не более 0,03 А;Программируемая функция выхода; размыкающий или замыкающий;Материал корпуса; латунь;Индикация; выход;Степень защиты по IEC 60529; IP67;Защита от короткого замыкания; есть;Защита от перегрузки по току; есть;Защита от переполюсовки; есть;Примечание; В комплекте две крепежные гайки под ключ 24.;";https://mega-k.com/products/vb3c-18m-80-tr200-2p-1-z-41;"5...200 мм";"кабель ПВХ 5,5 мм/4x0,2/ 2 м";"-20...+70 °C";NPN;"NO/NC, размыкающий или замыкающий";"1000 Гц";"80 мм";"2 м";"105x80x40 мм";"5...250 мм";"0,15 кг";"10...30 V DC";"0,1 В";"0,3 А";"не более 0,03 А";"размыкающий или замыкающий";латунь;выход;IP67;есть;есть;есть;"В комплекте две крепежные гайки под ключ 24.";;;
ВБ3С.18М.80.TR200.5.1.Z;"4 800 руб.";F147;"Оптический датчик диффузионного типа не чувствителен к фону, приемник и излучатель выполнены в одном корпусе.
Миниатюрный корпус из АБС и латуни с резьбой М18х1 длиной 80 мм. В комплекте две крепежные гайки.
Вид излучения: инфракрасный
Материал оптики: стекло
Максимальная освещенность: 5000 Лк
Расстояние срабатывания (Sn) на карту Кодак: 5...250 мм
Расстояние срабатывания (Sn) на горячекатаную сталь: 5...200 мм
Гистерезис: не более 15 % от Sn
Рабочее напряжение питания: 10...30 V DC
Ток нагрузки максимальный: 0,3 А
Падение напряжения: не более 0,1 В
Частота переключения максимальная: 400 Гц
Потребляемый ток: не более 0,03 А
Тип выхода: PNP
Функция выхода: переключающий, NO+NC
Рабочая температура: -20...+70 °C
Режим обучения: есть
Активация режима обучения: кнопка
Память данных обучения: есть
Тип защиты: следящая
Степень защиты: IP67
Способ подключения: кабель ПВХ 5,5 мм/4x0,2/ 2 м";"Эффективное расстояние срабатывания (Sn) на горячекатаную сталь; 5...200 мм;Способ подключения; кабель ПВХ 5,5 мм/4x0,2/ 2 м;Рабочая температура; -20...+70 °C;Тип выхода; PNP;Функция выхода; переключающий, NO+NC;Частота переключения максимальная (f); 400 Гц;Длина; 80 мм;Длина кабеля; 2 м;Размеры упаковки; 105x80x40 мм;Эффективное расстояние срабатывания (Sn) на тест-карту Кодак; 5...250 мм;Масса, не более; 0,15 кг;Напряжение питания рабочее; 10...30 V DC;Падение напряжения максимальное; 0,1 В;Ток нагрузки максимальный (Ie); 0,3 А;Ток потребления вкл./выкл.; не более 0,03 А;Программируемая функция выхода; размыкающий или замыкающий;Материал корпуса; латунь;Индикация; выход;Степень защиты по IEC 60529; IP67;Защита от короткого замыкания; есть;Защита от перегрузки по току; есть;Защита от переполюсовки; есть;Примечание; В комплекте две крепежные гайки под ключ 24.;";https://mega-k.com/products/vb3c-18m-80-tr200-5-1-z;"5...200 мм";"кабель ПВХ 5,5 мм/4x0,2/ 2 м";"-20...+70 °C";PNP;"переключающий, NO+NC";"400 Гц";"80 мм";"2 м";"105x80x40 мм";"5...250 мм";"0,15 кг";"10...30 V DC";"0,1 В";"0,3 А";"не более 0,03 А";"размыкающий или замыкающий";латунь;выход;IP67;есть;есть;есть;"В комплекте две крепежные гайки под ключ 24.";;;
ВБ3С.18М.80.TR200.56П.1.Z;"4 560 руб.";F148;"Оптический датчик диффузионного типа не чувствителен к фону, приемник и излучатель выполнены в одном корпусе.
Миниатюрный корпус из АБС и латуни с резьбой М18х1 длиной 80 мм. В комплекте две крепежные гайки.
Вид излучения: инфракрасный
Материал оптики: стекло
Максимальная освещенность: 5000 Лк
Расстояние срабатывания (Sn) на карту Кодак: 5...250 мм
Расстояние срабатывания (Sn) на горячекатаную сталь: 5...200 мм
Гистерезис: не более 15 % от Sn
Рабочее напряжение питания: 10...30 V DC
Ток нагрузки максимальный: 0,3 А
Падение напряжения: не более 0,1 В
Частота переключения максимальная: 400 Гц
Потребляемый ток: не более 0,03 А
Тип выхода: PNP+NPN
Функция выхода: NO/NC, размыкающий или замыкающий
Рабочая температура: -20...+70 °C
Режим обучения: есть
Активация режима обучения: кнопка
Память данных обучения: есть
Тип защиты: следящая
Степень защиты: IP67
Способ подключения: кабель ПВХ 5,5 мм/5x0,2/ 2 м";"Эффективное расстояние срабатывания (Sn) на горячекатаную сталь; 5...200 мм;Способ подключения; кабель ПВХ 5,5 мм/5x0,2/ 2 м;Рабочая температура; -20...+70 °C;Тип выхода; PNP+NPN;Функция выхода; NO/NC, размыкающий или замыкающий;Частота переключения максимальная (f); 400 Гц;Длина; 80 мм;Длина кабеля; 2 м;Размеры упаковки; 105x80x40 мм;Эффективное расстояние срабатывания (Sn) на тест-карту Кодак; 5...250 мм;Масса, не более; 0,15 кг;Напряжение питания рабочее; 10...30 V DC;Падение напряжения максимальное; 0,1 В;Ток нагрузки максимальный (Ie); 0,3 А;Ток потребления вкл./выкл.; не более 0,03 А;Программируемая функция выхода; размыкающий или замыкающий;Материал корпуса; латунь;Индикация; выход;Степень защиты по IEC 60529; IP67;Защита от короткого замыкания; есть;Защита от перегрузки по току; есть;Защита от переполюсовки; есть;Примечание; В комплекте две крепежные гайки под ключ 24.;";https://mega-k.com/products/vb3c-18m-80-tr200-56p-1-z;"5...200 мм";"кабель ПВХ 5,5 мм/5x0,2/ 2 м";"-20...+70 °C";PNP+NPN;"NO/NC, размыкающий или замыкающий";"400 Гц";"80 мм";"2 м";"105x80x40 мм";"5...250 мм";"0,15 кг";"10...30 V DC";"0,1 В";"0,3 А";"не более 0,03 А";"размыкающий или замыкающий";латунь;выход;IP67;есть;есть;есть;"В комплекте две крепежные гайки под ключ 24.";;;
ВБ3С.18М.80.TR200.6.1.Z.41;"4 980 руб.";F149;"Оптический датчик диффузионного типа не чувствителен к фону, приемник и излучатель выполнены в одном корпусе.
Миниатюрный корпус из АБС и латуни с резьбой М18х1 длиной 80 мм. В комплекте две крепежные гайки.
Вид излучения: инфракрасный
Материал оптики: стекло
Максимальная освещенность: 5000 Лк
Расстояние срабатывания (Sn) на карту Кодак: 5...250 мм
Расстояние срабатывания (Sn) на горячекатаную сталь: 5...200 мм
Гистерезис: не более 15 % от Sn
Рабочее напряжение питания: 10...30 V DC
Ток нагрузки максимальный: 0,3 А
Падение напряжения: не более 0,1 В
Частота переключения максимальная: 1000 Гц
Потребляемый ток: не более 0,03 А
Тип выхода: NPN
Функция выхода: переключающий, NO+NC
Рабочая температура: -20...+70 °C
Режим обучения: есть
Активация режима обучения: кнопка
Память данных обучения: есть
Тип защиты: следящая
Степень защиты: IP67
Способ подключения: кабель ПВХ 5,5 мм/4x0,2/ 2 м";"Эффективное расстояние срабатывания (Sn) на горячекатаную сталь; 5...200 мм;Способ подключения; кабель ПВХ 5,5 мм/4x0,2/ 2 м;Рабочая температура; -20...+70 °C;Тип выхода; NPN;Функция выхода; переключающий, NO+NC;Частота переключения максимальная (f); 1000 Гц;Длина; 80 мм;Длина кабеля; 2 м;Размеры упаковки; 105x80x40 мм;Эффективное расстояние срабатывания (Sn) на тест-карту Кодак; 5...250 мм;Масса, не более; 0,15 кг;Напряжение питания рабочее; 10...30 V DC;Падение напряжения максимальное; 0,1 В;Ток нагрузки максимальный (Ie); 0,3 А;Ток потребления вкл./выкл.; не более 0,03 А;Материал корпуса; латунь;Индикация; выход;Степень защиты по IEC 60529; IP67;Защита от короткого замыкания; есть;Защита от перегрузки по току; есть;Защита от переполюсовки; есть;Примечание; В комплекте две крепежные гайки под ключ 24.;";https://mega-k.com/products/vb3c-18m-80-tr200-6-1-z-41;"5...200 мм";"кабель ПВХ 5,5 мм/4x0,2/ 2 м";"-20...+70 °C";NPN;"переключающий, NO+NC";"1000 Гц";"80 мм";"2 м";"105x80x40 мм";"5...250 мм";"0,15 кг";"10...30 V DC";"0,1 В";"0,3 А";"не более 0,03 А";;латунь;выход;IP67;есть;есть;есть;"В комплекте две крепежные гайки под ключ 24.";;;
ВБ3С.18М.80.TR400.1П.1.Z;"3 720 руб.";F151;"Оптический датчик диффузионного типа не чувствителен к фону, приемник и излучатель выполнены в одном корпусе.
Миниатюрный корпус из АБС и латуни с резьбой М18х1 длиной 80 мм. В комплекте две крепежные гайки.
Вид излучения: инфракрасный
Материал оптики: стекло
Максимальная освещенность: 5000 Лк
Расстояние срабатывания (Sn) на карту Кодак: 5...600 мм
Расстояние срабатывания (Sn) на горячекатаную сталь: 5...400 мм
Гистерезис: не более 15 % от Sn
Рабочее напряжение питания: 10...30 V DC
Ток нагрузки максимальный: 0,3 А
Падение напряжения: не более 0,1 В
Частота переключения максимальная: 400 Гц
Потребляемый ток: не более 0,03 А
Тип выхода: PNP
Функция выхода: NO/NC, размыкающий или замыкающий
Рабочая температура: -20...+70 °C
Режим обучения: есть
Активация режима обучения: кнопка
Память данных обучения: есть
Тип защиты: следящая
Степень защиты: IP67
Способ подключения: кабель ПВХ 5,5 мм/4x0,2/ 2 м";"Эффективное расстояние срабатывания (Sn) на горячекатаную сталь; 5...400 мм;Способ подключения; кабель ПВХ 5,5 мм/4x0,2/ 2 м;Рабочая температура; -20...+70 °C;Тип выхода; PNP;Функция выхода; NO/NC, размыкающий или замыкающий;Частота переключения максимальная (f); 400 Гц;Длина; 80 мм;Длина кабеля; 2 м;Размеры упаковки; 105x80x40 мм;Эффективное расстояние срабатывания (Sn) на тест-карту Кодак; 5...600 мм;Масса, не более; 0,15 кг;Напряжение питания рабочее; 10...30 V DC;Падение напряжения максимальное; 0,1 В;Ток нагрузки максимальный (Ie); 0,3 А;Ток потребления вкл./выкл.; не более 0,03 А;Программируемая функция выхода; размыкающий или замыкающий;Материал корпуса; латунь;Индикация; выход;Степень защиты по IEC 60529; IP67;Защита от короткого замыкания; есть;Защита от перегрузки по току; есть;Защита от переполюсовки; есть;Примечание; В комплекте две крепежные гайки под ключ 24.;";https://mega-k.com/products/vb3c-18m-80-tr400-1p-1-z;"5...400 мм";"кабель ПВХ 5,5 мм/4x0,2/ 2 м";"-20...+70 °C";PNP;"NO/NC, размыкающий или замыкающий";"400 Гц";"80 мм";"2 м";"105x80x40 мм";"5...600 мм";"0,15 кг";"10...30 V DC";"0,1 В";"0,3 А";"не более 0,03 А";"размыкающий или замыкающий";латунь;выход;IP67;есть;есть;есть;"В комплекте две крепежные гайки под ключ 24.";;;
ВБ3С.18М.80.TR400.5.1.Z;"4 800 руб.";F152;"Оптический датчик диффузионного типа не чувствителен к фону, приемник и излучатель выполнены в одном корпусе.
Миниатюрный корпус из АБС и латуни с резьбой М18х1 длиной 80 мм. В комплекте две крепежные гайки.
Вид излучения: инфракрасный
Материал оптики: стекло
Максимальная освещенность: 5000 Лк
Расстояние срабатывания (Sn) на карту Кодак: 10...600мм
Расстояние срабатывания (Sn) на горячекатаную сталь: 10...400 мм
Гистерезис: не более 15 % от Sn
Рабочее напряжение питания: 10...30 V DC
Ток нагрузки максимальный: 0,3 А
Падение напряжения: не более 0,1 В
Частота переключения максимальная: 400 Гц
Потребляемый ток: не более 0,03 А
Тип выхода: PNP
Функция выхода: переключающий, NO+NC
Рабочая температура: -20...+70 °C
Режим обучения: есть
Активация режима обучения: кнопка
Память данных обучения: есть
Тип защиты: следящая
Степень защиты: IP67
Способ подключения: кабель ПВХ 5,5 мм/4x0,2/ 2 м";"Эффективное расстояние срабатывания (Sn) на горячекатаную сталь; 10...400 мм;Способ подключения; кабель ПВХ 5,5 мм/4x0,2/ 2 м;Рабочая температура; -20...+70 °C;Тип выхода; PNP;Функция выхода; переключающий, NO+NC;Частота переключения максимальная (f); 400 Гц;Длина; 80 мм;Длина кабеля; 2 м;Размеры упаковки; 105x80x40 мм;Эффективное расстояние срабатывания (Sn) на тест-карту Кодак; 10...600мм;Масса, не более; 0,15 кг;Напряжение питания рабочее; 10...30 V DC;Падение напряжения максимальное; 0,1 В;Ток нагрузки максимальный (Ie); 0,3 А;Ток потребления вкл./выкл.; не более 0,03 А;Материал корпуса; латунь;Индикация; выход;Степень защиты по IEC 60529; IP67;Защита от короткого замыкания; есть;Защита от перегрузки по току; есть;Защита от переполюсовки; есть;Примечание; В комплекте две крепежные гайки под ключ 24.;";https://mega-k.com/products/vb3c-18m-80-tr400-5-1-z;"10...400 мм";"кабель ПВХ 5,5 мм/4x0,2/ 2 м";"-20...+70 °C";PNP;"переключающий, NO+NC";"400 Гц";"80 мм";"2 м";"105x80x40 мм";10...600мм;"0,15 кг";"10...30 V DC";"0,1 В";"0,3 А";"не более 0,03 А";;латунь;выход;IP67;есть;есть;есть;"В комплекте две крепежные гайки под ключ 24.";;;
ВБ3С.18М.80.TR400.56П.1.Z;"4 560 руб.";F153;"Оптический датчик диффузионного типа не чувствителен к фону, приемник и излучатель выполнены в одном корпусе.
Миниатюрный корпус из АБС и латуни с резьбой М18х1 длиной 80 мм. В комплекте две крепежные гайки.
Вид излучения: инфракрасный
Материал оптики: стекло
Максимальная освещенность: 5000 Лк
Расстояние срабатывания (Sn) на карту Кодак: 5...600 мм
Расстояние срабатывания (Sn) на горячекатаную сталь: 5...400 мм
Гистерезис: не более 15 % от Sn
Рабочее напряжение питания: 10...30 V DC
Ток нагрузки максимальный: 0,3 А
Падение напряжения: не более 0,1 В
Частота переключения максимальная: 400 Гц
Потребляемый ток: не более 0,03 А
Тип выхода: PNP+NPN
Функция выхода: NO/NC, размыкающий или замыкающий
Рабочая температура: -20...+70 °C
Режим обучения: есть
Активация режима обучения: кнопка
Память данных обучения: есть
Тип защиты: следящая
Степень защиты: IP67
Способ подключения: кабель ПВХ 5,5 мм/5x0,2/ 2 м";"Эффективное расстояние срабатывания (Sn) на горячекатаную сталь; 5...400 мм;Способ подключения; кабель ПВХ 5,5 мм/5x0,2/ 2 м;Рабочая температура; -20...+70 °C;Тип выхода; PNP+NPN;Функция выхода; NO/NC, размыкающий или замыкающий;Частота переключения максимальная (f); 400 Гц;Длина; 80 мм;Длина кабеля; 2 м;Размеры упаковки; 105x80x40 мм;Эффективное расстояние срабатывания (Sn) на тест-карту Кодак; 5...600 мм;Масса, не более; 0,15 кг;Напряжение питания рабочее; 10...30 V DC;Падение напряжения максимальное; 0,1 В;Ток нагрузки максимальный (Ie); 0,3 А;Ток потребления вкл./выкл.; не более 0,03 А;Программируемая функция выхода; размыкающий или замыкающий;Материал корпуса; латунь;Индикация; выход;Степень защиты по IEC 60529; IP67;Защита от короткого замыкания; есть;Защита от перегрузки по току; есть;Защита от переполюсовки; есть;Примечание; В комплекте две крепежные гайки под ключ 24.;";https://mega-k.com/products/vb3c-18m-80-tr400-56p-1-z;"5...400 мм";"кабель ПВХ 5,5 мм/5x0,2/ 2 м";"-20...+70 °C";PNP+NPN;"NO/NC, размыкающий или замыкающий";"400 Гц";"80 мм";"2 м";"105x80x40 мм";"5...600 мм";"0,15 кг";"10...30 V DC";"0,1 В";"0,3 А";"не более 0,03 А";"размыкающий или замыкающий";латунь;выход;IP67;есть;есть;есть;"В комплекте две крепежные гайки под ключ 24.";;;
ВБ3С.18М.80.TR400.6.1.Z;"4 800 руб.";F154;"Оптический датчик диффузионного типа не чувствителен к фону, приемник и излучатель выполнены в одном корпусе.
Миниатюрный корпус из АБС и латуни с резьбой М18х1 длиной 80 мм. В комплекте две крепежные гайки.
Вид излучения: инфракрасный
Материал оптики: стекло
Максимальная освещенность: 5000 Лк
Расстояние срабатывания (Sn) на карту Кодак: 5...600 мм
Расстояние срабатывания (Sn) на горячекатаную сталь: 5...400 мм
Гистерезис: не более 15 % от Sn
Рабочее напряжение питания: 10...30 V DC
Ток нагрузки максимальный: 0,3 А
Падение напряжения: не более 0,1 В
Частота переключения максимальная: 400 Гц
Потребляемый ток: не более 0,03 А
Тип выхода: NPN
Функция выхода: переключающий, NO+NC
Рабочая температура: -20...+70 °C
Режим обучения: есть
Активация режима обучения: кнопка
Память данных обучения: есть
Тип защиты: следящая
Степень защиты: IP67
Способ подключения: кабель ПВХ 5,5 мм/4x0,2/ 2 м";"Эффективное расстояние срабатывания (Sn) на горячекатаную сталь; 5...400 мм;Способ подключения; кабель ПВХ 5,5 мм/4x0,2/ 2 м;Рабочая температура; -20...+70 °C;Тип выхода; NPN;Функция выхода; переключающий, NO+NC;Частота переключения максимальная (f); 400 Гц;Длина; 80 мм;Длина кабеля; 2 м;Размеры упаковки; 105x80x40 мм;Эффективное расстояние срабатывания (Sn) на тест-карту Кодак; 5...600 мм;Масса, не более; 0,15 кг;Напряжение питания рабочее; 10...30 V DC;Падение напряжения максимальное; 0,1 В;Ток нагрузки максимальный (Ie); 0,3 А;Ток потребления вкл./выкл.; не более 0,03 А;Материал корпуса; латунь;Индикация; выход;Степень защиты по IEC 60529; IP67;Защита от короткого замыкания; есть;Защита от перегрузки по току; есть;Защита от переполюсовки; есть;Примечание; В комплекте две крепежные гайки под ключ 24.;";https://mega-k.com/products/vb3c-18m-80-tr400-6-1-z;"5...400 мм";"кабель ПВХ 5,5 мм/4x0,2/ 2 м";"-20...+70 °C";NPN;"переключающий, NO+NC";"400 Гц";"80 мм";"2 м";"105x80x40 мм";"5...600 мм";"0,15 кг";"10...30 V DC";"0,1 В";"0,3 А";"не более 0,03 А";;латунь;выход;IP67;есть;есть;есть;"В комплекте две крепежные гайки под ключ 24.";;;
ВБ3С.18М.80.TRL100.2П.1.Z;"5 544 руб.";F156;"Оптический лазерный датчик рефлекторного типа, приемник и излучатель выполнены в одном корпусе.
Миниатюрный корпус из АБС и латуни с резьбой М18х1 длиной 80 мм. В комплекте две крепежные гайки.
Вид излучения: лазерный
Материал оптики: стекло
Максимальная внешняя освещенность: 5000 Лк
Расстояние срабатывания (Sn) на световозвращатель: 30 … 5000 мм
Минимальный размер контролируемого объекта: 1 мм
Гистерезис: не более 15 % от Sn
Рабочее напряжение питания: 10...30 V DC
Ток нагрузки максимальный: 0,3 А
Падение напряжения: не более 0,1 В
Частота переключения максимальная: 400 Гц
Потребляемый ток: не более 0,03 А
Тип выхода: NPN
Функция выхода: NO/NC, размыкающий или замыкающий
Рабочая температура: -20...+70 °C
Тип защиты: следящая
Степень защиты: IP67
Способ подключения: кабель ПВХ 5,5 мм/4x0,2/ 2 м";"Эффективное расстояние срабатывания (Sn) на горячекатаную сталь; 30...100 мм;Способ подключения; кабель ПВХ 5,5 мм/4x0,2/ 2 м;Рабочая температура; -20...+70 °C;Тип выхода; NPN;Функция выхода; NO/NC, размыкающий или замыкающий;Частота переключения максимальная (f); 400 Гц;Регулировка чувствительности (Reg); есть;Длина; 80 мм;Длина кабеля; 2 м;Размеры упаковки; 105x80x40 мм;Эффективное расстояние срабатывания (Sn) на тест-карту Кодак; 30...120мм;Минимальный размер контролируемого объекта; 0,5 мм;Эффективное расстояние срабатывания (Sn) на световозвращатель; 30 … 5000 мм;Масса, не более; 0,05 кг;Напряжение питания рабочее; 10...30 V DC;Падение напряжения максимальное; 0,1 В;Ток нагрузки максимальный (Ie); 0,3 А;Ток потребления вкл./выкл.; не более 0,03 А;Программируемая функция выхода; размыкающий или замыкающий;Материал корпуса; латунь;Индикация; выход;Степень защиты по IEC 60529; IP67;Защита от короткого замыкания; есть;Защита от перегрузки по току; есть;Защита от переполюсовки; есть;Примечание; В комплекте две крепежные гайки под ключ 24.;";https://mega-k.com/products/vb3c-18m-80-trl100-2p-1-z;"30...100 мм";"кабель ПВХ 5,5 мм/4x0,2/ 2 м";"-20...+70 °C";NPN;"NO/NC, размыкающий или замыкающий";"400 Гц";"80 мм";"2 м";"105x80x40 мм";30...120мм;"0,05 кг";"10...30 V DC";"0,1 В";"0,3 А";"не более 0,03 А";"размыкающий или замыкающий";латунь;выход;IP67;есть;есть;есть;"В комплекте две крепежные гайки под ключ 24.";есть;"0,5 мм";"30 … 5000 мм"
ВБ3С.18М.80.TRL5000.1П.1.Z;"5 436 руб.";F159;"Оптический лазерный датчик рефлекторного типа, приемник и излучатель выполнены в одном корпусе.
Миниатюрный корпус из АБС и латуни с резьбой М18х1 длиной 80 мм. В комплекте две крепежные гайки.
Вид излучения: лазерный
Материал оптики: стекло
Максимальная внешняя освещенность: 5000 Лк
Расстояние срабатывания (Sn) на световозвращатель: 200...5000 мм
Минимальный размер контролируемого объекта: 1 мм
Гистерезис: не более 15 % от Sn
Рабочее напряжение питания: 10...30 V DC
Ток нагрузки максимальный: 0,3 А
Падение напряжения: не более 0,1 В
Частота переключения максимальная: 400 Гц
Потребляемый ток: не более 0,03 А
Тип выхода: PNP
Функция выхода: NO/NC, размыкающий или замыкающий
Рабочая температура: -20...+70 °C
Тип защиты: следящая
Степень защиты: IP67
Способ подключения: кабель ПВХ 5,5 мм/4x0,2/ 2 м";"Способ подключения; кабель ПВХ 5,5 мм/4x0,2/ 2 м;Рабочая температура; -20...+70 °C;Тип выхода; PNP;Функция выхода; NO/NC, размыкающий или замыкающий;Частота переключения максимальная (f); 400 Гц;Длина; 80 мм;Длина кабеля; 2 м;Размеры упаковки; 105x80x40 мм;Минимальный размер контролируемого объекта; 1,0 мм;Эффективное расстояние срабатывания (Sn) на световозвращатель; 200...5000 мм;Масса, не более; 0,15 кг;Напряжение питания рабочее; 10...30 V DC;Падение напряжения максимальное; 0,1 В;Ток нагрузки максимальный (Ie); 0,3 А;Ток потребления вкл./выкл.; не более 0,03 А;Программируемая функция выхода; размыкающий или замыкающий;Материал корпуса; латунь;Индикация; выход;Степень защиты по IEC 60529; IP67;Защита от короткого замыкания; есть;Защита от перегрузки по току; есть;Защита от переполюсовки; есть;Примечание; В комплекте две крепежные гайки под ключ 24.;";https://mega-k.com/products/vb3c-18m-80-trl5000-1p-1-z;;"кабель ПВХ 5,5 мм/4x0,2/ 2 м";"-20...+70 °C";PNP;"NO/NC, размыкающий или замыкающий";"400 Гц";"80 мм";"2 м";"105x80x40 мм";;"0,15 кг";"10...30 V DC";"0,1 В";"0,3 А";"не более 0,03 А";"размыкающий или замыкающий";латунь;выход;IP67;есть;есть;есть;"В комплекте две крепежные гайки под ключ 24.";;"1,0 мм";"200...5000 мм"
