name;price;info;link;is_available;Исполнение;Модификация;"Тип корпуса";"Расстояние срабатывания Sn, мм";"Размер корпуса";"Конструкция корпуса";"Схема выхода";"Функция выхода";"Материал корпуса";"Степень защиты корпуса";"Обозначение резьбы";"Регулировка чувствительности";"Вид взрывозащиты";Особенности;"Защита коммутационного элемента";"Длина кабеля, м";"Габаритный размер, мм";"Ширина щели, мм";"Диапазон частот контроля, Гц";"Первоначальная задержка включения";"Аналоговый выход";"Рабочая зона, мм";"Степень защиты";"Регулировка задержки срабатывания"
"Индуктивный датчик
ВБИ-М12-65У-2123-С.51";"5 304 ?
Цена с НДС 20%";"Исполнение: Общепромышленное; Модификация: Увеличенное расстояние срабатывания; Расстояние срабатывания Sn, мм: 6; Тип корпуса: цилиндрический с резьбой; Размер корпуса: ? 12 мм; Конструкция корпуса: Длинный корпус; Обозначение резьбы: М12; Регулировка чувствительности: Отсутствует; Схема выхода: NPN; Функция выхода: НО/НЗ; Материал корпуса: Латунь никелированная; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/vbi-m12-65u-2123-s_51/;"Под заказ от 3 нед.";Общепромышленное;"Увеличенное расстояние срабатывания";"цилиндрический с резьбой";6;"? 12 мм";"Длинный корпус";NPN;НО/НЗ;"Латунь никелированная";IP67;М12;Отсутствует;;;;;;;;;;;;
"Индуктивный датчик
ВБИ-М12-65УР-2121-С";"5 304 ?
Цена с НДС 20%";"Исполнение: Общепромышленное; Модификация: Стандартное расстояние срабатывания; Тип корпуса: цилиндрический с резьбой; Расстояние срабатывания Sn, мм: 4; Размер корпуса: ? 12 мм; Конструкция корпуса: Длинный корпус; Обозначение резьбы: М12; Схема выхода: NPN; Функция выхода: НО; Материал корпуса: Латунь никелированная; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/vbi-m12-65ur-2121-s/;"Под заказ от 3 нед.";Общепромышленное;"Стандартное расстояние срабатывания";"цилиндрический с резьбой";4;"? 12 мм";"Длинный корпус";NPN;НО;"Латунь никелированная";IP67;М12;;;;;;;;;;;;;
"Индуктивный датчик
ВБИ-М12-65УР-2121-С.51";"6 240 ?
Цена с НДС 20%";"Исполнение: Общепромышленное; Модификация: Увеличенное расстояние срабатывания; Расстояние срабатывания Sn, мм: 6; Тип корпуса: цилиндрический с резьбой; Размер корпуса: ? 12 мм; Конструкция корпуса: Длинный корпус; Обозначение резьбы: М12; Регулировка чувствительности: Отсутствует; Схема выхода: NPN; Функция выхода: НО; Материал корпуса: Латунь никелированная; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/vbi-m12-65ur-2121-s_51/;"Под заказ от 3 нед.";Общепромышленное;"Увеличенное расстояние срабатывания";"цилиндрический с резьбой";6;"? 12 мм";"Длинный корпус";NPN;НО;"Латунь никелированная";IP67;М12;Отсутствует;;;;;;;;;;;;
"Индуктивный датчик
ВБИ-М12-65УР-2123-С";"5 460 ?
Цена с НДС 20%";"Исполнение: Общепромышленное; Модификация: Стандартное расстояние срабатывания; Тип корпуса: цилиндрический с резьбой; Расстояние срабатывания Sn, мм: 4; Размер корпуса: ? 12 мм; Конструкция корпуса: Длинный корпус; Обозначение резьбы: М12; Схема выхода: NPN; Функция выхода: НО/НЗ; Материал корпуса: Латунь никелированная; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/vbi-m12-65ur-2123-s/;"Под заказ от 3 нед.";Общепромышленное;"Стандартное расстояние срабатывания";"цилиндрический с резьбой";4;"? 12 мм";"Длинный корпус";NPN;НО/НЗ;"Латунь никелированная";IP67;М12;;;;;;;;;;;;;
"Индуктивный датчик
ВБИ-М18-34В-1111-С.18";"8 190 ?
Цена с НДС 20%";"Исполнение: Общепромышленное; Модификация: Стандартное расстояние срабатывания; Тип корпуса: цилиндрический с резьбой; Расстояние срабатывания Sn, мм: 5; Размер корпуса: ? 18 мм; Конструкция корпуса: Короткий корпус; Обозначение резьбы: М18; Схема выхода: PNP; Функция выхода: НО; Материал корпуса: Латунь никелированная; Степень защиты корпуса: IP68";https://sensor-com.ru/sensors/datchik-vbi-m18-34v-1111-s_18/;"Под заказ от 3 нед.";Общепромышленное;"Стандартное расстояние срабатывания";"цилиндрический с резьбой";5;"? 18 мм";"Короткий корпус";PNP;НО;"Латунь никелированная";IP68;М18;;;;;;;;;;;;;
"Индуктивный датчик
ВБИ-М18-34В-1111-С.6";"14 009 ?
Цена с НДС 20%";"Исполнение: Высокотемпературное; Тип корпуса: цилиндрический с резьбой; Размер корпуса: ? 18 мм; Конструкция корпуса: Короткий корпус; Обозначение резьбы: М18; Схема выхода: PNP; Функция выхода: НО; Материал корпуса: Латунь никелированная; Степень защиты корпуса: IP67; Защита коммутационного элемента: Тактовая";https://sensor-com.ru/sensors/vbi-m18-34v-1111-s_6/;"Под заказ от 3 нед.";Высокотемпературное;;"цилиндрический с резьбой";;"? 18 мм";"Короткий корпус";PNP;НО;"Латунь никелированная";IP67;М18;;;;Тактовая;;;;;;;;;
"Индуктивный датчик
ВБИ-М18-34В-1111-С.9";"14 009 ?
Цена с НДС 20%";"Исполнение: Общепромышленное; Модификация:; Тип корпуса: цилиндрический с резьбой; Размер корпуса: ? 18 мм; Конструкция корпуса: Короткий корпус; Расстояние срабатывания Sn, мм: 5; Обозначение резьбы: М18; Схема выхода: PNP; Функция выхода: НО; Материал корпуса: Латунь никелированная; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/vbi-m18-34v-1111-s_9-sk/;"Под заказ от 3 нед.";Общепромышленное;;"цилиндрический с резьбой";5;"? 18 мм";"Короткий корпус";PNP;НО;"Латунь никелированная";IP67;М18;;;;;;;;;;;;;
"Индуктивный датчик
ВБИ-М18-34В-1113-С.6";"14 543 ?
Цена с НДС 20%";"Исполнение: Высокотемпературное; Тип корпуса: цилиндрический с резьбой; Размер корпуса: ? 18 мм; Конструкция корпуса: Короткий корпус; Обозначение резьбы: М18; Схема выхода: PNP; Функция выхода: НО/НЗ; Материал корпуса: Латунь никелированная; Степень защиты корпуса: IP67; Защита коммутационного элемента: Тактовая";https://sensor-com.ru/sensors/vbi-m18-34v-1113-s_6/;"Под заказ от 3 нед.";Высокотемпературное;;"цилиндрический с резьбой";;"? 18 мм";"Короткий корпус";PNP;НО/НЗ;"Латунь никелированная";IP67;М18;;;;Тактовая;;;;;;;;;
"Индуктивный датчик
ВБИ-М18-34В-1113-С.9";"14 543 ?
Цена с НДС 20%";"Исполнение: Общепромышленное; Модификация:; Тип корпуса: цилиндрический с резьбой; Размер корпуса: ? 18 мм; Конструкция корпуса: Короткий корпус; Расстояние срабатывания Sn, мм: 5; Обозначение резьбы: М18; Схема выхода: PNP; Функция выхода: НО/НЗ; Материал корпуса: Латунь никелированная; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/vbi-m18-34v-1113-s_9/;"Под заказ от 3 нед.";Общепромышленное;;"цилиндрический с резьбой";5;"? 18 мм";"Короткий корпус";PNP;НО/НЗ;"Латунь никелированная";IP67;М18;;;;;;;;;;;;;
"Индуктивный датчик
ВБИ-М18-34В-1121-С";"4 290 ?
Цена с НДС 20%";"Исполнение: Общепромышленное; Модификация: Стандартное расстояние срабатывания; Тип корпуса: цилиндрический с резьбой; Расстояние срабатывания Sn, мм: 5; Размер корпуса: ? 18 мм; Конструкция корпуса: Короткий корпус; Обозначение резьбы: М18; Схема выхода: NPN; Функция выхода: НО; Материал корпуса: Латунь никелированная; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/datchik-vbi-m18-34v-1121-s/;"Под заказ от 3 нед.";Общепромышленное;"Стандартное расстояние срабатывания";"цилиндрический с резьбой";5;"? 18 мм";"Короткий корпус";NPN;НО;"Латунь никелированная";IP67;М18;;;;;;;;;;;;;
"Индуктивный датчик
ВБИ-М18-34В-1121-С.6";"13 868 ?
Цена с НДС 20%";"Исполнение: Высокотемпературное; Тип корпуса: цилиндрический с резьбой; Размер корпуса: ? 18 мм; Конструкция корпуса: Короткий корпус; Обозначение резьбы: М18; Схема выхода: PNP; Функция выхода: НО/НЗ; Материал корпуса: Латунь никелированная; Степень защиты корпуса: IP67; Защита коммутационного элемента: Тактовая";https://sensor-com.ru/sensors/vbi-m18-34v-1121-s_6/;"Под заказ от 3 нед.";Высокотемпературное;;"цилиндрический с резьбой";;"? 18 мм";"Короткий корпус";PNP;НО/НЗ;"Латунь никелированная";IP67;М18;;;;Тактовая;;;;;;;;;
"Индуктивный датчик
ВБИ-М18-34В-1121-С.9";"13 868 ?
Цена с НДС 20%";"Исполнение: Общепромышленное; Модификация:; Тип корпуса: цилиндрический с резьбой; Размер корпуса: ? 18 мм; Конструкция корпуса: Короткий корпус; Расстояние срабатывания Sn, мм: 5; Обозначение резьбы: М18; Схема выхода: NPN; Функция выхода: НО; Материал корпуса: Латунь никелированная; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/vbi-m18-34v-1121-s_9/;"Под заказ от 3 нед.";Общепромышленное;;"цилиндрический с резьбой";5;"? 18 мм";"Короткий корпус";NPN;НО;"Латунь никелированная";IP67;М18;;;;;;;;;;;;;
"Индуктивный датчик
ВБИ-М18-34В-1123-С";"4 290 ?
Цена с НДС 20%";"Исполнение: Общепромышленное; Модификация: Стандартное расстояние срабатывания; Тип корпуса: цилиндрический с резьбой; Расстояние срабатывания Sn, мм: 5; Размер корпуса: ? 18 мм; Конструкция корпуса: Короткий корпус; Обозначение резьбы: М18; Схема выхода: NPN; Функция выхода: НО/НЗ; Материал корпуса: Латунь никелированная; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/datchik-vbi-m18-34v-1123-s/;"Под заказ от 3 нед.";Общепромышленное;"Стандартное расстояние срабатывания";"цилиндрический с резьбой";5;"? 18 мм";"Короткий корпус";NPN;НО/НЗ;"Латунь никелированная";IP67;М18;;;;;;;;;;;;;
"Индуктивный датчик
ВБИ-М18-34В-1123-С.6";"14 263 ?
Цена с НДС 20%";"Исполнение: Высокотемпературное; Тип корпуса: цилиндрический с резьбой; Размер корпуса: ? 18 мм; Конструкция корпуса: Короткий корпус; Обозначение резьбы: М18; Схема выхода: NPN; Функция выхода: НО/НЗ; Материал корпуса: Латунь никелированная; Степень защиты корпуса: IP67; Защита коммутационного элемента: Тактовая";https://sensor-com.ru/sensors/vbi-m18-34v-1123-s_6/;"Под заказ от 3 нед.";Высокотемпературное;;"цилиндрический с резьбой";;"? 18 мм";"Короткий корпус";NPN;НО/НЗ;"Латунь никелированная";IP67;М18;;;;Тактовая;;;;;;;;;
"Индуктивный датчик
ВБИ-М18-34В-1123-С.9";"14 263 ?
Цена с НДС 20%";"Исполнение: Общепромышленное; Модификация:; Тип корпуса: цилиндрический с резьбой; Размер корпуса: ? 18 мм; Конструкция корпуса: Короткий корпус; Расстояние срабатывания Sn, мм: 5; Обозначение резьбы: М18; Схема выхода: NPN; Функция выхода: НО/НЗ; Материал корпуса: Латунь никелированная; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/vbi-m18-34v-1123-s_9/;"Под заказ от 3 нед.";Общепромышленное;;"цилиндрический с резьбой";5;"? 18 мм";"Короткий корпус";NPN;НО/НЗ;"Латунь никелированная";IP67;М18;;;;;;;;;;;;;
"Индуктивный датчик
ВБИ-М18-34Р-1111-С.6";"12 860 ?
Цена с НДС 20%";"Исполнение: Высокотемпературное; Тип корпуса: цилиндрический с резьбой; Размер корпуса: ? 18 мм; Конструкция корпуса: Короткий корпус; Обозначение резьбы: М18; Схема выхода: PNP; Функция выхода: НО; Материал корпуса: Латунь никелированная; Степень защиты корпуса: IP67; Защита коммутационного элемента: Тактовая";https://sensor-com.ru/sensors/vbi-m18-34r-1111-s_6/;"Под заказ от 3 нед.";Высокотемпературное;;"цилиндрический с резьбой";;"? 18 мм";"Короткий корпус";PNP;НО;"Латунь никелированная";IP67;М18;;;;Тактовая;;;;;;;;;
"Индуктивный датчик
ВБИ-М18-34Р-1111-С.9";"12 860 ?
Цена с НДС 20%";"Исполнение: Общепромышленное; Модификация:; Тип корпуса: цилиндрический с резьбой; Размер корпуса: ? 18 мм; Конструкция корпуса: Короткий корпус; Расстояние срабатывания Sn, мм: 5; Обозначение резьбы: М18; Схема выхода: PNP; Функция выхода: НО; Материал корпуса: Латунь никелированная; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/vbi-m18-34r-1111-s_9-sk/;"Под заказ от 3 нед.";Общепромышленное;;"цилиндрический с резьбой";5;"? 18 мм";"Короткий корпус";PNP;НО;"Латунь никелированная";IP67;М18;;;;;;;;;;;;;
"Индуктивный датчик
ВБИ-М18-34Р-1113-С.6";"13 147 ?
Цена с НДС 20%";"Исполнение: Высокотемпературное; Тип корпуса: цилиндрический с резьбой; Размер корпуса: ? 18 мм; Конструкция корпуса: Короткий корпус; Обозначение резьбы: М18; Схема выхода: PNP; Функция выхода: НО/НЗ; Материал корпуса: Латунь никелированная; Степень защиты корпуса: IP67; Защита коммутационного элемента: Тактовая";https://sensor-com.ru/sensors/vbi-m18-34r-1113-s_6/;"Под заказ от 3 нед.";Высокотемпературное;;"цилиндрический с резьбой";;"? 18 мм";"Короткий корпус";PNP;НО/НЗ;"Латунь никелированная";IP67;М18;;;;Тактовая;;;;;;;;;
"Индуктивный датчик
ВБИ-М18-34Р-1113-С.9";"13 147 ?
Цена с НДС 20%";"Исполнение: Общепромышленное; Модификация:; Тип корпуса: цилиндрический с резьбой; Размер корпуса: ? 18 мм; Конструкция корпуса: Короткий корпус; Расстояние срабатывания Sn, мм: 5; Обозначение резьбы: М18; Схема выхода: PNP; Функция выхода: НО/НЗ; Материал корпуса: Латунь никелированная; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/vbi-m18-34r-1113-s_9/;"Под заказ от 3 нед.";Общепромышленное;;"цилиндрический с резьбой";5;"? 18 мм";"Короткий корпус";PNP;НО/НЗ;"Латунь никелированная";IP67;М18;;;;;;;;;;;;;
"Индуктивный датчик
ВБИ-М18-34Р-1121-С.6";"12 722 ?
Цена с НДС 20%";"Исполнение: Высокотемпературное; Тип корпуса: цилиндрический с резьбой; Размер корпуса: ? 18 мм; Конструкция корпуса: Короткий корпус; Обозначение резьбы: М18; Схема выхода: NPN; Функция выхода: НО; Материал корпуса: Латунь никелированная; Степень защиты корпуса: IP67; Защита коммутационного элемента: Тактовая";https://sensor-com.ru/sensors/vbi-m18-34r-1121-s_6/;"Под заказ от 3 нед.";Высокотемпературное;;"цилиндрический с резьбой";;"? 18 мм";"Короткий корпус";NPN;НО;"Латунь никелированная";IP67;М18;;;;Тактовая;;;;;;;;;
"Индуктивный датчик
ВБИ-М18-34Р-1121-С.9";"12 722 ?
Цена с НДС 20%";"Исполнение: Общепромышленное; Модификация:; Тип корпуса: цилиндрический с резьбой; Размер корпуса: ? 18 мм; Конструкция корпуса: Короткий корпус; Расстояние срабатывания Sn, мм: 5; Обозначение резьбы: М18; Схема выхода: NPN; Функция выхода: НО; Материал корпуса: Латунь никелированная; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/vbi-m18-34r-1121-s_9/;"Под заказ от 3 нед.";Общепромышленное;;"цилиндрический с резьбой";5;"? 18 мм";"Короткий корпус";NPN;НО;"Латунь никелированная";IP67;М18;;;;;;;;;;;;;
"Индуктивный датчик
ВБИ-М18-34Р-1123-С";"5 491 ?
Цена с НДС 20%";"Исполнение: Общепромышленное; Модификация: Стандартное расстояние срабатывания; Тип корпуса: цилиндрический с резьбой; Расстояние срабатывания Sn, мм: 5; Размер корпуса: ? 18 мм; Конструкция корпуса: Короткий корпус; Обозначение резьбы: М18; Схема выхода: NPN; Функция выхода: НО/НЗ; Материал корпуса: Латунь никелированная; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/vbi-m18-34r-1123-s/;"Под заказ от 3 нед.";Общепромышленное;"Стандартное расстояние срабатывания";"цилиндрический с резьбой";5;"? 18 мм";"Короткий корпус";NPN;НО/НЗ;"Латунь никелированная";IP67;М18;;;;;;;;;;;;;
"Индуктивный датчик
ВБИ-М18-34Р-1123-С.6";"12 871 ?
Цена с НДС 20%";"Исполнение: Высокотемпературное; Тип корпуса: цилиндрический с резьбой; Размер корпуса: ? 18 мм; Конструкция корпуса: Короткий корпус; Обозначение резьбы: М18; Схема выхода: NPN; Функция выхода: НО/НЗ; Материал корпуса: Латунь никелированная; Степень защиты корпуса: IP67; Защита коммутационного элемента: Тактовая";https://sensor-com.ru/sensors/vbi-m18-34r-1123-s_6/;"Под заказ от 3 нед.";Высокотемпературное;;"цилиндрический с резьбой";;"? 18 мм";"Короткий корпус";NPN;НО/НЗ;"Латунь никелированная";IP67;М18;;;;Тактовая;;;;;;;;;
"Индуктивный датчик
ВБИ-М18-34Р-1123-С.9";"12 871 ?
Цена с НДС 20%";"Исполнение: Общепромышленное; Модификация:; Тип корпуса: цилиндрический с резьбой; Размер корпуса: ? 18 мм; Конструкция корпуса: Короткий корпус; Расстояние срабатывания Sn, мм: 5; Обозначение резьбы: М18; Схема выхода: NPN; Функция выхода: НО/НЗ; Материал корпуса: Латунь никелированная; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/vbi-m18-34r-1123-s_9/;"Под заказ от 3 нед.";Общепромышленное;;"цилиндрический с резьбой";5;"? 18 мм";"Короткий корпус";NPN;НО/НЗ;"Латунь никелированная";IP67;М18;;;;;;;;;;;;;
"Индуктивный датчик
ВБИ-М18-34С-1111-С.18";"8 190 ?
Цена с НДС 20%";"Исполнение: Общепромышленное; Модификация: Стандартное расстояние срабатывания; Тип корпуса: цилиндрический с резьбой; Расстояние срабатывания Sn, мм: 5; Размер корпуса: ? 18 мм; Конструкция корпуса: Короткий корпус; Обозначение резьбы: М18; Схема выхода: PNP; Функция выхода: НО; Материал корпуса: Латунь никелированная; Особенности: Возможность крепления доп. защиты кабеля; Степень защиты корпуса: IP68";https://sensor-com.ru/sensors/datchik-vbi-m18-34s-1111-s_18/;"Под заказ от 3 нед.";Общепромышленное;"Стандартное расстояние срабатывания";"цилиндрический с резьбой";5;"? 18 мм";"Короткий корпус";PNP;НО;"Латунь никелированная";IP68;М18;;;"Возможность крепления доп. защиты кабеля";;;;;;;;;;
"Индуктивный датчик
ВБИ-М18-34С-1111-С.6";"14 040 ?
Цена с НДС 20%";"Исполнение: Высокотемпературное; Тип корпуса: цилиндрический с резьбой; Размер корпуса: ? 18 мм; Конструкция корпуса: Короткий корпус; Обозначение резьбы: М18; Схема выхода: PNP; Функция выхода: НО; Материал корпуса: Латунь никелированная; Степень защиты корпуса: IP67; Защита коммутационного элемента: Тактовая";https://sensor-com.ru/sensors/vbi-m18-34s-1111-s_6/;"Под заказ от 3 нед.";Высокотемпературное;;"цилиндрический с резьбой";;"? 18 мм";"Короткий корпус";PNP;НО;"Латунь никелированная";IP67;М18;;;;Тактовая;;;;;;;;;
"Индуктивный датчик
ВБИ-М18-34С-1111-С.9";"14 040 ?
Цена с НДС 20%";"Исполнение: Общепромышленное; Модификация:; Тип корпуса: цилиндрический с резьбой; Размер корпуса: ? 18 мм; Конструкция корпуса: Короткий корпус; Расстояние срабатывания Sn, мм: 5; Обозначение резьбы: М18; Схема выхода: PNP; Функция выхода: НО; Материал корпуса: Латунь никелированная; Степень защиты корпуса: IP67; Особенности: Возможность крепления доп. защиты кабеля";https://sensor-com.ru/sensors/vbi-m18-34s-1111-s_9--sk/;"Под заказ от 3 нед.";Общепромышленное;;"цилиндрический с резьбой";5;"? 18 мм";"Короткий корпус";PNP;НО;"Латунь никелированная";IP67;М18;;;"Возможность крепления доп. защиты кабеля";;;;;;;;;;
"Индуктивный датчик
ВБИ-М18-34С-1111-С.9.Ех";"13 838 ?
Цена с НДС 20%";"Исполнение: Взрывозащищенное; Модификация: Стандартное расстояние срабатывания; Вид взрывозащиты: «mb» герметизация компаундом; Тип корпуса: цилиндрический с резьбой; Размер корпуса: ? 18 мм; Конструкция корпуса: Короткий корпус; Обозначение резьбы: М18; Схема выхода: PNP; Функция выхода: НО; Расстояние срабатывания Sn, мм: 5; Материал корпуса: Латунь никелированная; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/vbi-m18-34s-1111-s_9_eh/;"Под заказ от 3 нед.";Взрывозащищенное;"Стандартное расстояние срабатывания";"цилиндрический с резьбой";5;"? 18 мм";"Короткий корпус";PNP;НО;"Латунь никелированная";IP67;М18;;"«mb» герметизация компаундом";;;;;;;;;;;
"Индуктивный датчик
ВБИ-М18-34С-1111-С.Ех";"8 736 ?
Цена с НДС 20%";"Исполнение: Взрывозащищенное; Модификация: Стандартное расстояние срабатывания; Вид взрывозащиты: «mb» герметизация компаундом; Тип корпуса: цилиндрический с резьбой; Размер корпуса: ? 18 мм; Конструкция корпуса: Короткий корпус; Обозначение резьбы: М18; Схема выхода: PNP; Функция выхода: НО; Расстояние срабатывания Sn, мм: 5; Материал корпуса: Латунь никелированная; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/datchik-vbi-m18-34s-1111-s_eh/;"Под заказ от 3 нед.";Взрывозащищенное;"Стандартное расстояние срабатывания";"цилиндрический с резьбой";5;"? 18 мм";"Короткий корпус";PNP;НО;"Латунь никелированная";IP67;М18;;"«mb» герметизация компаундом";;;;;;;;;;;
"Индуктивный датчик
ВБИ-М18-34С-1113-С.6";"14 576 ?
Цена с НДС 20%";"Исполнение: Высокотемпературное; Тип корпуса: цилиндрический с резьбой; Размер корпуса: ? 18 мм; Конструкция корпуса: Короткий корпус; Обозначение резьбы: М18; Схема выхода: PNP; Функция выхода: НО/НЗ; Материал корпуса: Латунь никелированная; Степень защиты корпуса: IP67; Защита коммутационного элемента: Тактовая";https://sensor-com.ru/sensors/vbi-m18-34s-1113-s_6/;"Под заказ от 3 нед.";Высокотемпературное;;"цилиндрический с резьбой";;"? 18 мм";"Короткий корпус";PNP;НО/НЗ;"Латунь никелированная";IP67;М18;;;;Тактовая;;;;;;;;;
"Индуктивный датчик
ВБИ-М18-34С-1113-С.9";"14 576 ?
Цена с НДС 20%";"Исполнение: Общепромышленное; Модификация:; Тип корпуса: цилиндрический с резьбой; Размер корпуса: ? 18 мм; Конструкция корпуса: Короткий корпус; Расстояние срабатывания Sn, мм: 5; Обозначение резьбы: М18; Схема выхода: PNP; Функция выхода: НО/НЗ; Материал корпуса: Латунь никелированная; Степень защиты корпуса: IP67; Особенности: Возможность крепления доп. защиты кабеля";https://sensor-com.ru/sensors/vbi-m18-34s-1113-s_9/;"Под заказ от 3 нед.";Общепромышленное;;"цилиндрический с резьбой";5;"? 18 мм";"Короткий корпус";PNP;НО/НЗ;"Латунь никелированная";IP67;М18;;;"Возможность крепления доп. защиты кабеля";;;;;;;;;;
"Индуктивный датчик
ВБИ-М18-34С-1113-С.9.Ех";"10 940 ?
Цена с НДС 20%";"Исполнение: Взрывозащищенное; Модификация: Стандартное расстояние срабатывания; Вид взрывозащиты: «mb» герметизация компаундом; Тип корпуса: цилиндрический с резьбой; Размер корпуса: ? 18 мм; Конструкция корпуса: Короткий корпус; Обозначение резьбы: М18; Схема выхода: PNP; Функция выхода: НО/НЗ; Расстояние срабатывания Sn, мм: 5; Материал корпуса: Латунь никелированная; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/vbi-m18-34s-1113-s_9_eh/;"Под заказ от 3 нед.";Взрывозащищенное;"Стандартное расстояние срабатывания";"цилиндрический с резьбой";5;"? 18 мм";"Короткий корпус";PNP;НО/НЗ;"Латунь никелированная";IP67;М18;;"«mb» герметизация компаундом";;;;;;;;;;;
"Индуктивный датчик
ВБИ-М18-34С-1113-С.Ех";"11 182 ?
Цена с НДС 20%";"Исполнение: Взрывозащищенное; Модификация: Стандартное расстояние срабатывания; Вид взрывозащиты: «mb» герметизация компаундом; Тип корпуса: цилиндрический с резьбой; Размер корпуса: ? 18 мм; Конструкция корпуса: Короткий корпус; Обозначение резьбы: М18; Схема выхода: PNP; Функция выхода: НО/НЗ; Расстояние срабатывания Sn, мм: 5; Материал корпуса: Латунь никелированная; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/vbi-m18-34s-1113-s_eh/;"Под заказ от 3 нед.";Взрывозащищенное;"Стандартное расстояние срабатывания";"цилиндрический с резьбой";5;"? 18 мм";"Короткий корпус";PNP;НО/НЗ;"Латунь никелированная";IP67;М18;;"«mb» герметизация компаундом";;;;;;;;;;;
"Индуктивный датчик
ВБИ-М18-34С-1121-С.6";"13 937 ?
Цена с НДС 20%";"Исполнение: Высокотемпературное; Тип корпуса: цилиндрический с резьбой; Размер корпуса: ? 18 мм; Конструкция корпуса: Короткий корпус; Обозначение резьбы: М18; Схема выхода: NPN; Функция выхода: НО; Материал корпуса: Латунь никелированная; Степень защиты корпуса: IP67; Защита коммутационного элемента: Тактовая";https://sensor-com.ru/sensors/vbi-m18-34s-1121-s_6/;"Под заказ от 3 нед.";Высокотемпературное;;"цилиндрический с резьбой";;"? 18 мм";"Короткий корпус";NPN;НО;"Латунь никелированная";IP67;М18;;;;Тактовая;;;;;;;;;
"Индуктивный датчик
ВБИ-М18-34С-1121-С.9";"13 900 ?
Цена с НДС 20%";"Исполнение: Общепромышленное; Модификация:; Тип корпуса: цилиндрический с резьбой; Размер корпуса: ? 18 мм; Конструкция корпуса: Короткий корпус; Расстояние срабатывания Sn, мм: 5; Обозначение резьбы: М18; Схема выхода: NPN; Функция выхода: НО; Материал корпуса: Латунь никелированная; Степень защиты корпуса: IP67; Особенности: Возможность крепления доп. защиты кабеля";https://sensor-com.ru/sensors/vbi-m18-34s-1121-s_9/;"Под заказ от 3 нед.";Общепромышленное;;"цилиндрический с резьбой";5;"? 18 мм";"Короткий корпус";NPN;НО;"Латунь никелированная";IP67;М18;;;"Возможность крепления доп. защиты кабеля";;;;;;;;;;
"Индуктивный датчик
ВБИ-М18-34С-1121-С.9.Ех";"10 644 ?
Цена с НДС 20%";"Исполнение: Взрывозащищенное; Модификация: Стандартное расстояние срабатывания; Вид взрывозащиты: «mb» герметизация компаундом; Тип корпуса: цилиндрический с резьбой; Размер корпуса: ? 18 мм; Конструкция корпуса: Короткий корпус; Обозначение резьбы: М18; Схема выхода: NPN; Функция выхода: НО; Расстояние срабатывания Sn, мм: 5; Материал корпуса: Латунь никелированная; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/vbi-m18-34s-1121-s_9_eh/;"Под заказ от 3 нед.";Взрывозащищенное;"Стандартное расстояние срабатывания";"цилиндрический с резьбой";5;"? 18 мм";"Короткий корпус";NPN;НО;"Латунь никелированная";IP67;М18;;"«mb» герметизация компаундом";;;;;;;;;;;
"Индуктивный датчик
ВБИ-М18-34С-1121-С.Ех";"8 736 ?
Цена с НДС 20%";"Исполнение: Взрывозащищенное; Модификация: Стандартное расстояние срабатывания; Вид взрывозащиты: «mb» герметизация компаундом; Тип корпуса: цилиндрический с резьбой; Размер корпуса: ? 18 мм; Конструкция корпуса: Короткий корпус; Обозначение резьбы: М18; Схема выхода: NPN; Функция выхода: НО; Расстояние срабатывания Sn, мм: 5; Материал корпуса: Латунь никелированная; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/vbi-m18-34s-1121-s_eh/;"Под заказ от 3 нед.";Взрывозащищенное;"Стандартное расстояние срабатывания";"цилиндрический с резьбой";5;"? 18 мм";"Короткий корпус";NPN;НО;"Латунь никелированная";IP67;М18;;"«mb» герметизация компаундом";;;;;;;;;;;
